rating_id,subscriber_id,title_id,rating,rating_date
46,SUB113146,TTL208825,4,2022-08-03
47,SUB109686,TTL201893,4,2025-08-30
48,SUB111666,TTL205449,5,2020-06-23
49,SUB110108,TTL204120,5,2026-05-01
50,SUB106873,TTL205838,2,2026-02-18
51,SUB104359,TTL200623,4,2026-01-04
52,SUB103208,TTL203297,4,2026-05-30
53,SUB104905,TTL200204,4,2026-02-19
54,SUB112234,TTL206749,4,2024-02-03
55,SUB101831,TTL200138,4,2026-05-06
56,SUB111347,TTL204014,3,2026-04-12
57,SUB113900,TTL205245,4,2026-05-06
58,SUB100611,TTL205651,5,2026-05-05
59,SUB106936,TTL200765,2,2026-05-17
60,SUB102649,TTL208979,2,2020-10-25
61,SUB107634,TTL204893,5,2026-04-22
62,SUB101946,TTL203847,4,2025-02-07
63,SUB106974,TTL205848,4,2026-03-08
64,SUB113486,TTL205645,4,2026-05-29
65,SUB112670,TTL203379,5,2025-09-25
66,SUB100649,TTL200066,2,2026-02-22
67,SUB101789,TTL206254,4,2026-05-04
68,SUB104337,TTL201239,4,2025-10-09
69,SUB110025,TTL200801,2,2023-05-26
70,SUB104633,TTL200320,3,2026-05-19
71,SUB100110,TTL208403,4,2026-04-28
72,SUB108659,TTL201324,3,2026-05-08
73,SUB112276,TTL206395,2,2025-11-09
74,SUB114035,TTL203238,3,2023-02-15
75,SUB102743,TTL203424,1,2023-06-16
76,SUB112997,TTL205332,5,2025-02-07
77,SUB112493,TTL206619,4,2026-03-04
78,SUB112244,TTL200713,4,2025-05-05
79,SUB108361,TTL203417,4,2025-04-13
80,SUB113921,TTL202152,4,2024-05-17
81,SUB100935,TTL207413,4,2025-07-20
82,SUB108005,TTL203607,3,2024-05-30
83,SUB111558,TTL207198,2,2019-11-10
84,SUB101513,TTL206449,2,2025-07-23
85,SUB103352,TTL200805,4,2026-02-16
86,SUB102768,TTL206634,2,2026-02-17
87,SUB108542,TTL201390,3,2026-03-19
88,SUB102549,TTL206328,5,2026-04-28
89,SUB114982,TTL205899,3,2026-05-16
90,SUB102589,TTL208255,4,2026-04-18
91,SUB103763,TTL208785,4,2024-02-11
92,SUB105616,TTL203320,4,2025-04-01
93,SUB113433,TTL208055,5,2026-05-27
94,SUB106777,TTL202632,3,2026-02-16
95,SUB111280,TTL202362,5,2026-05-08
96,SUB110616,TTL203734,3,2025-08-30
97,SUB112126,TTL208018,5,2020-03-04
98,SUB110038,TTL206990,5,2024-08-10
99,SUB105664,TTL200284,3,2022-08-03
100,SUB101356,TTL201372,4,2024-02-14
101,SUB100075,TTL200947,3,2025-12-02
102,SUB112170,TTL208006,5,2023-03-22
103,SUB114507,TTL208942,4,2026-05-27
104,SUB110466,TTL206901,3,2023-07-18
105,SUB114000,TTL207554,3,2025-05-29
106,SUB114863,TTL202004,4,2018-02-20
107,SUB102306,TTL203106,3,2023-02-25
108,SUB111327,TTL203985,3,2025-07-25
109,SUB108781,TTL202234,3,2026-04-08
110,SUB104311,TTL205997,5,2023-05-03
111,SUB105749,TTL207406,5,2024-09-22
112,SUB108642,TTL205567,4,2025-08-10
113,SUB113096,TTL204722,4,2026-05-08
114,SUB108686,TTL204627,3,2026-04-24
115,SUB112270,TTL206564,3,2026-04-04
116,SUB106728,TTL201627,2,2025-09-23
117,SUB111357,TTL200495,5,2023-01-02
118,SUB102323,TTL206985,3,2026-05-30
119,SUB108047,TTL202452,5,2024-11-24
120,SUB113986,TTL202388,4,2025-12-18
121,SUB103629,TTL200518,3,2025-10-18
122,SUB112529,TTL207628,4,2026-03-25
123,SUB114287,TTL207896,2,2026-03-08
124,SUB113528,TTL202700,4,2026-03-13
125,SUB103041,TTL202425,2,2020-09-24
126,SUB112530,TTL205320,4,2026-05-17
127,SUB108293,TTL203858,5,2026-01-07
128,SUB110494,TTL208627,4,2026-04-22
129,SUB113059,TTL208700,4,2025-05-26
130,SUB106781,TTL200788,2,2026-02-20
131,SUB102643,TTL200549,4,2025-05-01
132,SUB111597,TTL201424,4,2021-04-17
133,SUB111397,TTL200195,4,2026-04-02
134,SUB100703,TTL203531,2,2024-07-28
135,SUB101289,TTL202691,2,2022-01-12
136,SUB100490,TTL207130,2,2026-05-15
137,SUB102323,TTL205466,4,2025-10-18
138,SUB104018,TTL200430,5,2024-01-18
139,SUB106305,TTL206468,3,2026-03-24
140,SUB108494,TTL200141,2,2023-02-16
141,SUB112328,TTL200508,2,2025-10-27
142,SUB114390,TTL200206,3,2026-04-09
143,SUB103174,TTL204829,5,2025-02-25
144,SUB112791,TTL203099,3,2026-03-14
145,SUB108341,TTL202882,3,2026-05-25
146,SUB108962,TTL207745,2,2024-07-20
147,SUB111264,TTL204039,3,2026-05-25
148,SUB112676,TTL204462,4,2026-03-25
149,SUB101587,TTL204156,2,2024-03-05
150,SUB100934,TTL205140,5,2023-09-27
151,SUB106072,TTL205572,5,2025-12-01
152,SUB114484,TTL202025,5,2025-05-14
153,SUB101732,TTL203835,4,2026-05-21
154,SUB102744,TTL204893,5,2026-04-29
155,SUB106027,TTL200019,2,2026-05-18
156,SUB103755,TTL202264,2,2026-05-06
157,SUB110420,TTL204871,4,2026-05-16
158,SUB101738,TTL200899,5,2026-04-24
159,SUB113778,TTL204724,4,2026-03-31
160,SUB111176,TTL208715,3,2026-01-15
161,SUB104332,TTL207072,2,2025-12-01
162,SUB109481,TTL208232,4,2023-09-01
163,SUB106973,TTL202594,3,2026-01-02
164,SUB106256,TTL202396,3,2026-05-26
165,SUB112662,TTL204884,3,2024-12-13
166,SUB112997,TTL207002,4,2026-02-02
167,SUB101175,TTL206681,3,2025-12-02
168,SUB103016,TTL200381,4,2024-06-22
169,SUB107195,TTL201005,4,2020-03-29
170,SUB100093,TTL208215,3,2026-02-07
171,SUB111261,TTL207709,3,2024-07-09
172,SUB103230,TTL203836,3,2026-05-25
173,SUB110592,TTL208451,3,2025-04-07
174,SUB110173,TTL202469,3,2026-03-09
175,SUB111998,TTL200767,3,2020-03-16
176,SUB104962,TTL206258,4,2021-06-02
177,SUB111205,TTL200021,4,2024-12-21
178,SUB111027,TTL207173,4,2026-05-24
179,SUB102784,TTL207847,4,2026-05-30
180,SUB106464,TTL206486,4,2026-03-24
181,SUB100243,TTL204689,3,2022-09-14
182,SUB105015,TTL200659,5,2025-03-15
183,SUB101197,TTL205739,3,2026-05-30
184,SUB111197,TTL200031,1,2024-06-09
185,SUB113241,TTL207242,3,2022-10-17
186,SUB108529,TTL201813,4,2024-10-14
187,SUB106127,TTL204318,5,2021-09-08
188,SUB103656,TTL202837,4,2026-03-09
189,SUB100219,TTL207433,3,2024-12-07
190,SUB107250,TTL202040,5,2026-05-15
191,SUB109799,TTL206302,4,2026-05-09
192,SUB112065,TTL206252,5,2017-05-01
193,SUB102573,TTL207141,2,2026-04-16
194,SUB106085,TTL202948,4,2026-04-03
195,SUB101507,TTL208223,3,2026-04-10
196,SUB112280,TTL200771,3,2026-03-11
197,SUB113035,TTL202087,5,2024-04-04
198,SUB102782,TTL205075,2,2026-02-06
199,SUB113889,TTL201379,4,2026-05-30
200,SUB109886,TTL208639,3,2026-04-26
201,SUB104879,TTL202108,4,2024-09-14
202,SUB105943,TTL205964,4,2020-02-01
203,SUB106593,TTL203911,4,2025-08-02
204,SUB101106,TTL207979,4,2024-09-13
205,SUB113960,TTL207586,2,2025-07-17
206,SUB107261,TTL206634,3,2026-05-06
207,SUB102204,TTL207585,4,2026-02-18
208,SUB113636,TTL206284,3,2019-01-11
209,SUB104584,TTL206337,4,2026-05-22
210,SUB108182,TTL207964,4,2026-04-09
211,SUB108152,TTL200622,4,2026-03-04
212,SUB103793,TTL203968,4,2024-10-24
213,SUB103756,TTL202410,2,2025-07-04
214,SUB114455,TTL204027,3,2025-06-10
215,SUB108317,TTL201837,3,2024-10-16
216,SUB100294,TTL205873,4,2023-04-17
217,SUB104914,TTL201644,4,2017-08-13
218,SUB107194,TTL202684,2,2025-10-19
219,SUB105307,TTL200573,5,2026-02-01
220,SUB110183,TTL207141,3,2025-12-17
221,SUB111658,TTL201314,3,2019-03-09
222,SUB111567,TTL207854,3,2023-12-13
223,SUB103152,TTL207637,2,2026-05-14
224,SUB109047,TTL205503,5,2026-04-21
225,SUB108434,TTL202787,2,2026-04-08
226,SUB103091,TTL204325,1,2024-12-09
227,SUB112077,TTL202335,5,2023-04-05
228,SUB102287,TTL205903,4,2019-06-23
229,SUB110205,TTL203921,5,2022-08-02
230,SUB110980,TTL206504,2,2026-01-16
231,SUB101297,TTL207828,4,2025-12-24
232,SUB112798,TTL208461,3,2024-02-05
233,SUB106199,TTL208605,3,2026-03-29
234,SUB110658,TTL206619,3,2026-02-16
235,SUB104983,TTL204671,5,2025-06-19
236,SUB104242,TTL207891,4,2022-10-05
237,SUB105821,TTL200446,3,2026-01-28
238,SUB110418,TTL200597,3,2026-03-01
239,SUB112862,TTL208209,2,2026-03-13
240,SUB102323,TTL204451,3,2026-02-09
241,SUB100448,TTL207141,4,2025-10-04
242,SUB102324,TTL205163,4,2021-03-06
243,SUB103893,TTL207268,3,2026-04-26
244,SUB103544,TTL204893,4,2026-04-29
245,SUB102882,TTL204125,4,2026-05-18
246,SUB100944,TTL207012,5,2023-12-01
247,SUB107360,TTL204877,3,2025-02-21
248,SUB106389,TTL202631,3,2026-05-13
249,SUB104411,TTL202727,4,2024-02-21
250,SUB112124,TTL204864,5,2026-03-25
251,SUB101569,TTL208558,2,2024-09-08
252,SUB107575,TTL200521,4,2020-09-15
253,SUB103005,TTL208168,1,2025-03-08
254,SUB109568,TTL206367,3,2026-04-22
255,SUB109118,TTL205396,3,2026-01-26
256,SUB110874,TTL201323,3,2026-05-19
257,SUB104381,TTL205064,3,2023-04-27
258,SUB110622,TTL207471,4,2023-11-18
259,SUB101908,TTL201936,2,2026-05-22
260,SUB102633,TTL202054,3,2025-07-27
261,SUB114549,TTL205359,4,2022-11-22
262,SUB108731,TTL207675,5,2024-12-24
263,SUB106398,TTL204363,3,2024-03-11
264,SUB109388,TTL206417,5,2020-10-03
265,SUB104280,TTL204967,4,2026-04-23
266,SUB105024,TTL208585,5,2026-03-07
267,SUB109049,TTL202839,4,2026-03-25
268,SUB100030,TTL208471,4,2023-08-26
269,SUB105108,TTL205242,4,2026-05-15
270,SUB101416,TTL203939,2,2026-02-10
271,SUB113292,TTL201115,2,2025-10-14
272,SUB107350,TTL202686,3,2021-10-20
273,SUB112509,TTL206903,2,2025-06-10
274,SUB108398,TTL202853,2,2025-12-09
275,SUB109267,TTL207714,4,2022-06-12
276,SUB100253,TTL208657,3,2026-04-03
277,SUB109098,TTL204363,3,2024-09-29
278,SUB100915,TTL206774,2,2022-01-20
279,SUB103663,TTL200729,2,2026-03-04
280,SUB102830,TTL203536,5,2026-02-10
281,SUB100827,TTL204858,4,2026-02-15
282,SUB109325,TTL204561,4,2026-01-29
283,SUB114624,TTL202757,3,2018-11-16
284,SUB103572,TTL201839,5,2026-03-21
285,SUB104969,TTL204076,2,2026-04-26
286,SUB113339,TTL203025,3,2026-01-13
287,SUB100605,TTL207690,2,2019-06-29
288,SUB104055,TTL203319,2,2026-04-17
289,SUB109682,TTL206337,4,2026-03-03
290,SUB110445,TTL203824,4,2026-05-02
291,SUB111268,TTL201886,5,2025-10-12
292,SUB107255,TTL200473,4,2026-05-29
293,SUB112533,TTL207254,4,2024-01-06
294,SUB104548,TTL203469,3,2024-01-10
295,SUB109963,TTL200633,1,2022-04-15
296,SUB108010,TTL202633,3,2022-11-23
297,SUB112046,TTL205350,4,2024-09-30
298,SUB105972,TTL203384,2,2020-09-19
299,SUB114284,TTL200691,3,2025-11-19
300,SUB110351,TTL205447,3,2021-12-21
301,SUB105244,TTL200140,4,2026-04-30
302,SUB100654,TTL202427,4,2026-05-30
303,SUB106268,TTL205183,2,2021-05-31
304,SUB105106,TTL201653,4,2025-12-11
305,SUB103954,TTL203090,5,2023-04-16
306,SUB103183,TTL208365,4,2026-01-19
307,SUB111485,TTL205903,5,2020-11-29
308,SUB114529,TTL203693,2,2022-12-03
309,SUB108750,TTL204981,4,2025-09-27
310,SUB106648,TTL201766,5,2026-05-11
311,SUB113419,TTL203371,4,2023-04-07
312,SUB110179,TTL203075,3,2024-03-06
313,SUB114789,TTL205376,3,2026-01-30
314,SUB108667,TTL200697,4,2024-05-09
315,SUB108115,TTL201824,5,2022-08-25
316,SUB112132,TTL204560,3,2026-05-30
317,SUB112619,TTL206065,5,2024-01-16
318,SUB108483,TTL207141,3,2025-07-16
319,SUB101566,TTL207956,4,2024-01-08
320,SUB111095,TTL208143,5,2026-04-09
321,SUB110044,TTL202824,4,2026-05-17
322,SUB114286,TTL202829,3,2026-03-02
323,SUB114146,TTL205879,3,2025-07-15
324,SUB100833,TTL200461,3,2024-05-20
325,SUB112745,TTL201763,3,2026-05-07
326,SUB113611,TTL202960,3,2018-06-26
327,SUB108838,TTL208869,4,2026-02-08
328,SUB102080,TTL204252,4,2023-05-08
329,SUB109893,TTL208812,5,2024-05-15
330,SUB101518,TTL208623,2,2025-03-27
331,SUB113320,TTL203157,4,2026-05-03
332,SUB113231,TTL202579,4,2026-04-25
333,SUB107134,TTL202351,3,2026-02-24
334,SUB105128,TTL207255,4,2019-11-13
335,SUB100109,TTL205299,4,2023-12-07
336,SUB101060,TTL200964,3,2026-05-23
337,SUB107446,TTL200914,3,2026-04-22
338,SUB110588,TTL208301,3,2021-12-11
339,SUB102973,TTL206558,5,2025-02-22
340,SUB103332,TTL204399,3,2025-11-21
341,SUB103312,TTL205299,4,2024-02-15
342,SUB108578,TTL206865,4,2026-05-14
343,SUB113787,TTL205857,5,2026-04-12
344,SUB111562,TTL201941,3,2023-07-16
345,SUB105304,TTL206610,3,2026-02-26
346,SUB113575,TTL200788,2,2026-03-13
347,SUB111115,TTL206809,5,2024-05-30
348,SUB114332,TTL203394,3,2024-08-25
349,SUB105399,TTL203107,3,2025-11-25
350,SUB104685,TTL208985,2,2026-05-03
351,SUB113767,TTL200046,5,2026-02-17
352,SUB108157,TTL206623,4,2026-03-12
353,SUB102295,TTL207141,3,2025-06-25
354,SUB111967,TTL203510,4,2025-01-30
355,SUB104758,TTL204574,3,2023-02-08
356,SUB102441,TTL205566,5,2026-05-14
357,SUB100911,TTL203191,3,2024-04-30
358,SUB108138,TTL200382,5,2021-10-15
359,SUB100368,TTL208657,5,2026-04-19
360,SUB110672,TTL203085,4,2026-01-22
361,SUB113365,TTL201450,4,2022-12-09
362,SUB109666,TTL204672,4,2026-05-29
363,SUB110348,TTL205036,4,2023-03-23
364,SUB103485,TTL206036,2,2026-04-27
365,SUB108543,TTL202953,4,2026-05-04
366,SUB102854,TTL201392,4,2026-05-03
367,SUB106710,TTL201964,2,2026-04-02
368,SUB114699,TTL200531,4,2026-04-17
369,SUB102089,TTL208808,4,2026-04-10
370,SUB103758,TTL204182,3,2025-01-04
371,SUB102472,TTL200681,4,2026-04-05
372,SUB106671,TTL204385,4,2026-04-21
373,SUB107141,TTL204966,3,2026-03-02
374,SUB100508,TTL203112,4,2025-08-12
375,SUB109185,TTL204944,4,2026-05-28
376,SUB113590,TTL207168,5,2026-05-21
377,SUB114130,TTL201157,3,2021-07-06
378,SUB107540,TTL208742,5,2021-10-15
379,SUB112300,TTL203691,5,2026-03-13
380,SUB113548,TTL202914,4,2025-10-28
381,SUB110713,TTL203583,5,2023-04-29
382,SUB105148,TTL200279,5,2026-05-25
383,SUB112815,TTL206138,4,2026-01-26
384,SUB114496,TTL208875,2,2020-02-13
385,SUB114697,TTL203237,3,2025-10-15
386,SUB100712,TTL203056,5,2024-02-27
387,SUB107081,TTL203413,5,2024-12-07
388,SUB111298,TTL208452,5,2025-06-28
389,SUB104250,TTL202207,4,2025-02-27
390,SUB112333,TTL200929,2,2025-08-18
391,SUB100371,TTL203344,2,2024-04-22
392,SUB108545,TTL208009,3,2021-09-24
393,SUB106674,TTL204929,4,2026-01-22
394,SUB112630,TTL203795,2,2025-03-17
395,SUB107676,TTL202487,5,2025-11-07
396,SUB102186,TTL205004,3,2024-10-01
397,SUB112104,TTL207141,2,2025-11-11
398,SUB110909,TTL202115,3,2023-10-14
399,SUB105168,TTL206938,5,2026-04-10
400,SUB110905,TTL203109,5,2026-03-11
401,SUB109420,TTL200149,3,2026-04-01
402,SUB109066,TTL203800,4,2025-08-25
403,SUB112551,TTL208646,4,2026-05-26
404,SUB103642,TTL202325,3,2026-05-11
405,SUB102720,TTL200267,4,2026-04-21
406,SUB105451,TTL207141,3,2025-09-08
407,SUB109594,TTL205748,4,2025-12-18
408,SUB103805,TTL206498,4,2024-06-22
409,SUB112920,TTL202856,3,2025-03-14
410,SUB111943,TTL208784,4,2018-06-26
411,SUB114669,TTL203847,3,2025-01-26
412,SUB105827,TTL200167,3,2025-02-13
413,SUB109128,TTL204458,5,2025-08-26
414,SUB114278,TTL207984,3,2026-05-29
415,SUB111108,TTL203328,2,2025-06-04
416,SUB112122,TTL201313,4,2026-04-29
417,SUB105884,TTL202709,3,2026-02-12
418,SUB113781,TTL205481,3,2025-04-12
419,SUB102893,TTL205198,3,2025-04-25
420,SUB104377,TTL206280,4,2025-03-08
421,SUB111608,TTL204018,4,2026-05-31
422,SUB101047,TTL204759,3,2026-04-21
423,SUB112342,TTL203958,3,2026-05-08
424,SUB108372,TTL207512,4,2020-08-12
425,SUB107203,TTL201316,3,2026-01-03
426,SUB104673,TTL206867,4,2024-11-08
427,SUB108640,TTL205227,4,2026-05-09
428,SUB102006,TTL201817,3,2026-05-17
429,SUB112894,TTL204232,3,2020-08-14
430,SUB112773,TTL204828,5,2026-02-22
431,SUB102139,TTL204569,4,2025-10-15
432,SUB100907,TTL206368,4,2025-09-04
433,SUB107424,TTL207526,3,2024-10-10
434,SUB113820,TTL202035,3,2026-03-22
435,SUB105171,TTL203390,2,2025-08-18
436,SUB102909,TTL208652,4,2026-05-30
437,SUB106396,TTL201610,2,2026-01-30
438,SUB112368,TTL202832,4,2025-03-02
439,SUB103284,TTL202981,4,2026-05-12
440,SUB100023,TTL205152,3,2026-04-03
441,SUB105904,TTL206974,4,2026-05-12
442,SUB110217,TTL205916,3,2024-12-05
443,SUB112843,TTL206149,4,2024-05-31
444,SUB107828,TTL200620,4,2025-11-18
445,SUB107956,TTL204954,3,2025-02-01
446,SUB109795,TTL203349,2,2026-05-27
447,SUB114617,TTL203279,3,2018-08-07
448,SUB114236,TTL201272,3,2026-05-01
449,SUB101791,TTL202242,2,2026-03-22
450,SUB110073,TTL206254,5,2025-08-03
451,SUB102368,TTL200462,3,2023-12-03
452,SUB113148,TTL204350,4,2026-04-17
453,SUB114935,TTL202695,4,2026-05-30
454,SUB105297,TTL200433,2,2026-01-29
455,SUB109965,TTL204045,3,2018-03-10
456,SUB105802,TTL206960,4,2022-05-19
457,SUB107243,TTL205326,4,2019-05-17
458,SUB107047,TTL203727,4,2019-03-25
459,SUB106783,TTL206980,4,2025-11-05
460,SUB108629,TTL206337,4,2026-04-19
461,SUB109982,TTL205111,3,2026-05-09
462,SUB111947,TTL207995,3,2025-03-14
463,SUB109512,TTL207712,4,2026-01-27
464,SUB108986,TTL207141,3,2025-10-01
465,SUB100610,TTL200438,4,2025-12-10
466,SUB106605,TTL207146,4,2026-05-15
467,SUB107060,TTL206036,1,2026-04-26
468,SUB106446,TTL207714,3,2022-07-04
469,SUB110111,TTL203787,3,2026-04-25
470,SUB111011,TTL201843,3,2026-05-04
471,SUB107781,TTL205028,5,2025-08-07
472,SUB114000,TTL201075,4,2026-01-10
473,SUB114816,TTL206892,3,2022-02-03
474,SUB110094,TTL207528,5,2025-10-19
475,SUB103984,TTL208604,4,2021-08-30
476,SUB108351,TTL201268,3,2023-12-14
477,SUB102070,TTL204392,3,2025-09-22
478,SUB110868,TTL205317,5,2020-06-22
479,SUB103209,TTL208935,4,2026-04-27
480,SUB105585,TTL200712,4,2022-11-17
481,SUB107267,TTL203853,5,2019-12-20
482,SUB103799,TTL204749,4,2026-04-03
483,SUB109007,TTL206465,2,2026-03-25
484,SUB109918,TTL202750,3,2026-03-05
485,SUB108925,TTL205245,4,2026-05-02
486,SUB103351,TTL201053,3,2026-02-06
487,SUB114434,TTL207030,3,2024-10-15
488,SUB111486,TTL201505,5,2025-11-23
489,SUB101333,TTL201541,3,2026-05-25
490,SUB112247,TTL202498,4,2026-02-09
491,SUB105024,TTL207141,2,2025-04-14
492,SUB103917,TTL202311,2,2025-07-20
493,SUB103776,TTL207061,5,2026-05-26
494,SUB112617,TTL207802,5,2023-08-10
495,SUB102641,TTL200157,5,2025-04-05
496,SUB101400,TTL203351,3,2026-01-03
497,SUB109634,TTL200634,3,2025-10-31
498,SUB109075,TTL207365,4,2023-05-24
499,SUB107596,TTL200012,3,2026-03-06
500,SUB107642,TTL205789,3,2019-10-25
501,SUB104469,TTL200345,4,2026-04-20
502,SUB107476,TTL206346,5,2026-05-30
503,SUB112014,TTL207114,3,2026-04-04
504,SUB110666,TTL204470,4,2026-05-30
505,SUB108489,TTL201792,5,2025-04-05
506,SUB112256,TTL207718,3,2025-07-21
507,SUB100394,TTL207057,2,2020-07-30
508,SUB103187,TTL205356,3,2026-05-28
509,SUB107445,TTL204993,3,2025-09-20
510,SUB105944,TTL201583,4,2024-05-04
511,SUB103239,TTL207486,3,2026-05-31
512,SUB110294,TTL207862,3,2023-07-07
513,SUB102246,TTL204346,3,2026-03-27
514,SUB114887,TTL203651,3,2025-08-09
515,SUB114563,TTL208942,2,2026-03-13
516,SUB109443,TTL207538,4,2020-08-06
517,SUB106304,TTL206938,4,2026-01-05
518,SUB105154,TTL200400,5,2025-04-25
519,SUB100734,TTL207599,4,2022-09-29
520,SUB112311,TTL202404,4,2025-08-30
521,SUB108085,TTL205978,3,2026-04-21
522,SUB109985,TTL200480,3,2024-05-15
523,SUB103025,TTL204568,3,2026-03-08
524,SUB102619,TTL203038,2,2026-02-27
525,SUB100769,TTL208107,5,2026-05-11
526,SUB112716,TTL204969,4,2026-02-09
527,SUB104542,TTL208545,3,2022-02-05
528,SUB113777,TTL208929,2,2026-02-18
529,SUB109307,TTL206768,4,2025-06-03
530,SUB114463,TTL202736,4,2021-01-17
531,SUB104154,TTL208774,3,2026-05-31
532,SUB112106,TTL203257,4,2025-12-18
533,SUB112726,TTL201067,3,2026-05-05
534,SUB102104,TTL206314,4,2020-11-13
535,SUB112830,TTL208788,4,2020-08-09
536,SUB108516,TTL200525,1,2026-05-27
537,SUB111120,TTL208196,3,2026-05-03
538,SUB100547,TTL202449,5,2026-05-09
539,SUB114404,TTL206630,3,2026-03-28
540,SUB112583,TTL206596,4,2022-08-06
541,SUB102108,TTL205513,5,2025-12-13
542,SUB113665,TTL202750,3,2026-02-19
543,SUB110119,TTL203060,5,2025-07-24
544,SUB104931,TTL205069,3,2026-01-18
545,SUB108148,TTL203186,5,2024-12-07
546,SUB106696,TTL206441,5,2023-05-14
547,SUB111560,TTL206081,3,2026-05-23
548,SUB101714,TTL204462,4,2026-04-14
549,SUB107075,TTL205600,3,2020-03-10
550,SUB111560,TTL208665,4,2026-02-25
551,SUB100835,TTL200216,2,2025-11-25
552,SUB109803,TTL208987,4,2026-04-23
553,SUB105219,TTL205815,4,2026-04-01
554,SUB114665,TTL204925,3,2026-05-30
555,SUB108193,TTL208351,4,2026-05-27
556,SUB102230,TTL201752,3,2026-05-07
557,SUB101203,TTL204077,4,2025-07-14
558,SUB106305,TTL203747,4,2025-09-25
559,SUB105862,TTL200592,4,2026-05-04
560,SUB113541,TTL207408,3,2026-05-21
561,SUB100765,TTL205320,4,2026-04-28
562,SUB105218,TTL203531,5,2023-11-16
563,SUB103573,TTL200634,4,2025-05-15
564,SUB111901,TTL204093,3,2026-03-22
565,SUB104662,TTL208136,3,2026-05-30
566,SUB111731,TTL208700,3,2025-04-17
567,SUB109016,TTL202951,3,2023-04-18
568,SUB112442,TTL200481,1,2025-04-26
569,SUB103289,TTL207201,3,2026-04-30
570,SUB105420,TTL205963,5,2020-07-14
571,SUB110554,TTL201150,3,2022-11-27
572,SUB113367,TTL202620,2,2026-02-21
573,SUB101887,TTL208322,5,2024-10-21
574,SUB110797,TTL207334,5,2026-01-04
575,SUB106300,TTL201123,3,2026-05-20
576,SUB110038,TTL207192,4,2025-11-18
577,SUB106036,TTL203443,3,2024-03-20
578,SUB113796,TTL204805,3,2021-10-27
579,SUB107416,TTL203273,4,2022-07-07
580,SUB100809,TTL205055,4,2026-02-20
581,SUB100223,TTL202463,4,2026-05-29
582,SUB112988,TTL205897,3,2021-12-30
583,SUB107579,TTL200034,3,2026-04-10
584,SUB113259,TTL202436,4,2024-07-29
585,SUB110994,TTL204935,5,2025-03-16
586,SUB104785,TTL208188,2,2022-12-08
587,SUB111168,TTL205244,3,2023-08-13
588,SUB110667,TTL203194,4,2023-06-13
589,SUB111900,TTL201174,2,2026-04-04
590,SUB101715,TTL202366,4,2026-05-01
591,SUB104367,TTL203560,4,2025-06-22
592,SUB106223,TTL204888,4,2021-08-06
593,SUB106464,TTL200672,4,2026-04-05
594,SUB102801,TTL206794,3,2026-01-26
595,SUB107899,TTL204603,4,2026-05-07
596,SUB106844,TTL208093,4,2024-10-15
597,SUB100940,TTL205662,4,2026-01-18
598,SUB102737,TTL205962,2,2026-05-27
599,SUB108523,TTL206700,3,2026-04-09
600,SUB109580,TTL204801,2,2026-05-30
601,SUB105252,TTL201917,4,2026-03-31
602,SUB113175,TTL204416,3,2024-02-24
603,SUB112897,TTL203531,5,2019-03-18
604,SUB107715,TTL203412,2,2026-05-15
605,SUB108488,TTL202469,3,2026-02-13
606,SUB107844,TTL208781,4,2026-04-17
